,focal_habitat,sis_habitat,focal_metabolism,sis_metabolism
Sphingomonadale_jump1,NA|water|soil|NA|soil|water|water|NA|sludge|host|NA|NA|NA|NA|NA|host|NA|NA|host|NA|NA|NA|NA|food|sludge|soil|water|water|NA|soil|NA|NA|soil|NA|NA|NA|NA|water|NA|water|NA|water|NA|NA|petroleum|water|NA|NA|NA|NA|host|NA|water|soil|NA|soil|host|NA|water|NA|soil|host|soil|NA|host|NA|bioreactor/digester|NA|wastewater|NA|NA|water|NA|NA|sediment|NA|water|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|water|biofilm|NA|NA|water|NA|NA|NA|NA|NA|NA|water|water|NA|sediment|NA|NA|NA|water|water|NA|water|water|water|water|water|NA|NA|NA|NA|biofilm|NA|water|NA|host|water|NA|NA|water|NA|sediment|NA|water|sediment|NA|NA|NA|NA|NA|NA|NA|wastewater|bioreactor/digester|NA|NA|soil|soil|wastewater|NA|sludge|NA|host|sediment|NA|NA|built|soil|soil|soil|sediment|NA|NA|host|host|NA|NA|soil|NA|NA|wastewater|water|water|bioreactor/digester|NA|NA|NA|NA|NA|NA|host|bioreactor/digester|NA|host|NA|NA|NA|NA|NA|NA|NA|NA|host|NA|NA|NA|host|host|host|NA|NA|host|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|soil|soil|NA|NA|NA|NA|host|NA|water|NA|soil|NA|NA|soil|NA|water|water|NA|NA,NA|sediment|NA|built,NA|NA|NA|NA|NA|aerobic|aerobic|NA|aerobic|aerobic|NA|NA|NA|NA|NA|aerobic|NA|NA|NA|obligate aerobic|NA|NA|NA|aerobic|NA|aerobic|aerobic|NA|NA|facultative|NA|NA|aerobic|NA|NA|NA|NA|NA|NA|NA|NA|obligate aerobic|NA|NA|NA|aerobic|NA|NA|NA|NA|aerobic|NA|aerobic|obligate aerobic|NA|aerobic|NA|NA|obligate aerobic|NA|obligate aerobic|obligate aerobic|aerobic|NA|NA|NA|aerobic|NA|aerobic|aerobic|aerobic|obligate aerobic|NA|NA|aerobic|aerobic|aerobic|aerobic|NA|NA|aerobic|NA|NA|NA|NA|NA|NA|NA|obligate aerobic|aerobic|NA|NA|aerobic|NA|NA|NA|NA|NA|aerobic|aerobic|NA|NA|obligate aerobic|anaerobic|anaerobic|NA|obligate aerobic|aerobic|NA|aerobic|NA|anaerobic|NA|obligate aerobic|NA|NA|aerobic|NA|aerobic|NA|aerobic|NA|obligate aerobic|obligate aerobic|NA|NA|obligate aerobic|NA|NA|NA|obligate aerobic|NA|NA|NA|NA|NA|NA|NA|NA|aerobic|obligate aerobic|NA|NA|obligate aerobic|obligate aerobic|aerobic|NA|obligate aerobic|NA|aerobic|aerobic|aerobic|NA|aerobic|NA|aerobic|obligate aerobic|aerobic|NA|NA|obligate aerobic|aerobic|NA|NA|obligate aerobic|NA|NA|aerobic|NA|aerobic|obligate aerobic|NA|NA|NA|NA|NA|NA|aerobic|aerobic|NA|aerobic|aerobic|aerobic|aerobic|NA|NA|NA|NA|NA|NA|NA|microaerophilic|NA|obligate aerobic|obligate aerobic|obligate aerobic|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|aerobic|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|aerobic|NA|aerobic|NA|NA|NA|NA|NA|aerobic|NA|aerobic|NA|aerobic|NA|NA|obligate aerobic|NA|NA|obligate aerobic|NA|aerobic,NA|obligate aerobic|aerobic|NA
Sphingomonadale_jump2,food|food,NA|sludge|host|NA|NA|NA|NA|NA|host|NA|NA|host|NA,facultative|facultative,NA|aerobic|aerobic|NA|NA|NA|NA|NA|aerobic|NA|NA|NA|obligate aerobic
Sphingomonadale_jump3,NA,NA,NA,NA
Sphingomonadale_jump4,water,NA|NA|NA,NA,NA|NA|NA
Sphingomonadale_jump5,NA,sediment|NA,aerobic,aerobic|aerobic
Sphingomonadale_jump6,NA,NA,NA,anaerobic
Sphingomonadale_jump7,sediment,NA,NA,anaerobic
Sphingomonadale_jump8,NA,biofilm,NA,aerobic
Sphingomonadale_jump9,NA,NA|water,NA,NA|aerobic
Sphingomonadale_jump10,host,water,aerobic,aerobic
Sphingomonadale_jump11,NA,NA,NA,NA
Rhizobiale_jump1,NA,NA|NA|NA|NA|NA|NA|sediment|NA|NA|NA|NA|NA,NA,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA
Rhizobiale_jump2,NA,NA|soil|water|NA,NA,NA|aerobic|NA|facultative
Rhizobiale_jump3,host|soil,soil|water|NA|sediment,NA|aerobic,aerobic|aerobic|NA|obligate aerobic
Rhizobiale_jump4,rock,NA,facultative,NA
Rhizobiale_jump5,NA,NA|NA|NA|wastewater|host|NA|NA|host|NA|NA|water|NA|NA|host|NA|NA|NA|NA|NA|NA|host|NA|NA|host|NA|NA|host|NA|NA|NA|host|NA|NA|NA|host|host|NA|host|NA|NA|host|NA|host|NA|host|host|host|soil|host|NA|NA|host|host|host|host|host|soil|NA|host|host|host|NA|NA|NA|NA|host|NA|host|host|NA|soil|NA|NA|NA|NA|host|sediment|sediment|sediment|sediment|sediment|sediment|sediment|sediment|NA|soil|NA|NA|water|NA|NA|NA|NA|NA,NA,NA|NA|NA|NA|aerobic|NA|NA|aerobic|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|aerobic|NA|NA|aerobic|NA|NA|NA|aerobic|NA|NA|NA|NA|aerobic|NA|aerobic|aerobic|NA|aerobic|NA|aerobic|NA|aerobic|aerobic|aerobic|NA|aerobic|NA|NA|aerobic|aerobic|aerobic|NA|aerobic|obligate aerobic|NA|aerobic|NA|aerobic|NA|NA|NA|NA|aerobic|NA|aerobic|aerobic|NA|NA|NA|NA|NA|aerobic|NA|facultative|facultative|facultative|facultative|facultative|facultative|facultative|facultative|NA|aerobic|NA|NA|facultative|facultative|NA|NA|NA|NA
Rhizobiale_jump6,soil,NA|NA|NA|wastewater|host|NA|NA|host|NA|NA|water|NA|NA|host|NA|NA|NA|NA|NA|NA|host|NA|NA|host|NA|NA|host|NA|NA|NA|host|NA|NA|NA|host|host|NA|host|NA|NA|host|NA|host|NA|host|host|host|soil|host|NA|NA|host|host|host|host|host|soil|NA|host|host|host|NA|NA|NA|NA|host|NA|host|host|NA|soil|NA|NA|NA|NA|host|sediment|sediment|sediment|sediment|sediment|sediment|sediment|sediment|NA|soil|NA|NA|water|NA|NA|NA|NA|NA,facultative,NA|NA|NA|NA|aerobic|NA|NA|aerobic|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|aerobic|NA|NA|aerobic|NA|NA|NA|aerobic|NA|NA|NA|NA|aerobic|NA|aerobic|aerobic|NA|aerobic|NA|aerobic|NA|aerobic|aerobic|aerobic|NA|aerobic|NA|NA|aerobic|aerobic|aerobic|NA|aerobic|obligate aerobic|NA|aerobic|NA|aerobic|NA|NA|NA|NA|aerobic|NA|aerobic|aerobic|NA|NA|NA|NA|NA|aerobic|NA|facultative|facultative|facultative|facultative|facultative|facultative|facultative|facultative|NA|aerobic|NA|NA|facultative|facultative|NA|NA|NA|NA
Rhizobiale_jump7,water|NA|host|NA|NA|NA|NA,water|NA|sediment|soil|NA|NA|NA|host|NA|water|NA|NA,aerobic|NA|anaerobic|NA|NA|NA|NA,NA|NA|aerobic|NA|aerobic|aerobic|aerobic|obligate aerobic|aerobic|aerobic|aerobic|facultative
Rhizobiale_jump8,NA,NA,NA,NA
Rhizobiale_jump9,NA|NA,water|NA|sediment|soil|NA|NA|NA|host|NA|water|NA|NA,NA|NA,NA|NA|aerobic|NA|aerobic|aerobic|aerobic|obligate aerobic|aerobic|aerobic|aerobic|facultative
Rhizobiale_jump10,host,water,obligate aerobic,obligate aerobic
Rhizobiale_jump11,water,NA|water|NA|NA|NA|rock|NA|NA|NA|host|NA|NA|NA|NA|NA|host|NA|water|host|water|soil|NA|NA|host|host|host|host|host|host|NA|host|NA|NA|NA|NA|NA|NA|host|host|host|host|NA|host|host|host|NA|host|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|host|NA|NA|NA|host|host|host|host|host|NA|NA|host|NA|NA|host|host|NA|NA|host|NA|NA|host|NA|NA|rock|NA|host|host|host|NA|NA|NA|NA|NA|NA|NA|NA|host|NA|NA|NA|soil|host|host|host|host|NA|NA|NA|NA|NA|host|host|host|host|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|host|NA|host|sludge|NA|NA|NA|host|host|NA|NA|NA|host|water|water|sediment|wastewater|NA|NA|water|NA|NA|NA|soil|NA|host|NA|NA|NA|host|NA|host|host|NA|host|host|soil|host|NA|host|NA|host|NA|NA|host|host|NA|host|NA|NA|NA|sludge|NA|NA|NA|NA|NA|NA|host|water|NA|NA|water|NA|NA|NA,aerobic,NA|aerobic|NA|NA|facultative|microaerophilic|NA|aerobic|aerobic|NA|NA|NA|NA|NA|NA|aerobic|anaerobic|NA|facultative|obligate aerobic|NA|NA|NA|obligate aerobic|aerobic|aerobic|aerobic|aerobic|aerobic|NA|aerobic|NA|NA|NA|NA|NA|NA|facultative|obligate aerobic|aerobic|aerobic|NA|obligate aerobic|aerobic|obligate aerobic|NA|obligate aerobic|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|aerobic|NA|NA|aerobic|aerobic|NA|aerobic|aerobic|NA|NA|obligate aerobic|NA|NA|aerobic|aerobic|NA|NA|aerobic|NA|aerobic|aerobic|NA|NA|NA|NA|aerobic|aerobic|aerobic|NA|NA|NA|NA|NA|NA|aerobic|NA|NA|NA|NA|NA|aerobic|aerobic|aerobic|aerobic|aerobic|NA|NA|NA|NA|NA|aerobic|aerobic|aerobic|obligate aerobic|NA|NA|NA|NA|NA|obligate aerobic|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|aerobic|NA|NA|NA|NA|NA|NA|aerobic|aerobic|NA|NA|NA|NA|NA|facultative|NA|aerobic|NA|NA|NA|NA|NA|NA|aerobic|NA|aerobic|NA|NA|NA|aerobic|obligate aerobic|aerobic|aerobic|NA|aerobic|aerobic|NA|aerobic|NA|aerobic|NA|obligate aerobic|obligate aerobic|NA|obligate aerobic|NA|NA|aerobic|NA|NA|NA|aerobic|NA|NA|NA|NA|NA|NA|obligate aerobic|aerobic|NA|NA|aerobic|NA|NA|NA
Rhizobiale_jump12,water,water,aerobic,aerobic
Rhizobiale_jump13,NA|NA,NA|water,facultative|NA,anaerobic|NA
Rhizobiale_jump14,host|host|host|host|host,NA|NA|host|host|host|host|host|host|NA|host|NA|NA|NA|NA|NA|NA|host|host|host|host|NA|host|host|host|NA|host|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|host|NA|NA|NA|host|host|host|host|host|NA|NA|host|NA|NA|host|host|NA|NA|host|NA|NA|host|NA|NA|rock|NA|host|host|host|NA|NA|NA|NA|NA|NA|NA|NA|host|NA|NA|NA|soil|host|host|host|host|NA|NA|NA|NA|NA|host|host|host|host|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|host|NA|host|sludge|NA,aerobic|NA|NA|NA|NA,NA|NA|obligate aerobic|aerobic|aerobic|aerobic|aerobic|aerobic|NA|aerobic|NA|NA|NA|NA|NA|NA|facultative|obligate aerobic|aerobic|aerobic|NA|obligate aerobic|aerobic|obligate aerobic|NA|obligate aerobic|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|aerobic|NA|NA|aerobic|aerobic|NA|aerobic|aerobic|NA|NA|obligate aerobic|NA|NA|aerobic|aerobic|NA|NA|aerobic|NA|aerobic|aerobic|NA|NA|NA|NA|aerobic|aerobic|aerobic|NA|NA|NA|NA|NA|NA|aerobic|NA|NA|NA|NA|NA|aerobic|aerobic|aerobic|aerobic|aerobic|NA|NA|NA|NA|NA|aerobic|aerobic|aerobic|obligate aerobic|NA|NA|NA|NA|NA|obligate aerobic|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|aerobic|NA|NA|NA|NA
Rhizobiale_jump15,NA|NA,host|host,NA|NA,NA|aerobic
Rhizobiale_jump16,NA|water,NA|host|NA|water|host|water|soil|NA|NA|host|host|host|host|host|host|NA|host|NA|NA|NA|NA|NA|NA|host|host|host|host|NA|host|host|host|NA|host|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|host|NA|NA|NA|host|host|host|host|host|NA|NA|host|NA|NA|host|host|NA|NA|host|NA|NA|host|NA|NA|rock|NA|host|host|host|NA|NA|NA|NA|NA|NA|NA|NA|host|NA|NA|NA|soil|host|host|host|host|NA|NA|NA|NA|NA|host|host|host|host|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|host|NA|host|sludge|NA,NA|aerobic,NA|aerobic|anaerobic|NA|facultative|obligate aerobic|NA|NA|NA|obligate aerobic|aerobic|aerobic|aerobic|aerobic|aerobic|NA|aerobic|NA|NA|NA|NA|NA|NA|facultative|obligate aerobic|aerobic|aerobic|NA|obligate aerobic|aerobic|obligate aerobic|NA|obligate aerobic|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|aerobic|NA|NA|aerobic|aerobic|NA|aerobic|aerobic|NA|NA|obligate aerobic|NA|NA|aerobic|aerobic|NA|NA|aerobic|NA|aerobic|aerobic|NA|NA|NA|NA|aerobic|aerobic|aerobic|NA|NA|NA|NA|NA|NA|aerobic|NA|NA|NA|NA|NA|aerobic|aerobic|aerobic|aerobic|aerobic|NA|NA|NA|NA|NA|aerobic|aerobic|aerobic|obligate aerobic|NA|NA|NA|NA|NA|obligate aerobic|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|aerobic|NA|NA|NA|NA
Rhizobiale_jump17,NA,NA|NA|host|host,NA,NA|NA|aerobic|aerobic
Rhizobiale_jump18,NA|NA|host,host|host,NA|NA|obligate aerobic,aerobic|aerobic
Rhizobiale_jump19,host|host|host|host|host|host|host|host|host|host|host|NA|host|host|host|NA|host|host|host|host|host|host|host|host|host|host|NA|host|NA|NA,NA|NA|host|host|NA|NA|NA|host,NA|aerobic|aerobic|microaerophilic|NA|microaerophilic|microaerophilic|aerobic|obligate aerobic|NA|microaerophilic|NA|aerobic|microaerophilic|aerobic|microaerophilic|aerobic|microaerophilic|aerobic|NA|aerobic|aerobic|NA|NA|NA|NA|microaerophilic|aerobic|NA|microaerophilic,NA|NA|aerobic|aerobic|NA|NA|NA|NA
Rhizobiale_jump20,host,host|host,NA,aerobic|obligate aerobic
Rhizobiale_jump21,NA|NA,water,NA|NA,facultative
Rhizobiale_jump22,NA,NA,NA,NA
Rhizobiale_jump23,host,bioreactor/digester|NA,aerobic,obligate aerobic|NA
Rhodobacterale_jump1,NA,NA,NA,NA
Rhodobacterale_jump2,water|water,water|NA|NA|NA|water|NA|NA|NA|water|NA,aerobic|obligate aerobic,NA|NA|NA|NA|aerobic|NA|NA|NA|facultative|NA
Rhodobacterale_jump3,sediment,NA|NA|NA|water|NA,obligate aerobic,NA|NA|NA|aerobic|NA
Rhodobacterale_jump4,NA|water|NA|water|NA|soil|NA|water|NA,wastewater|sediment|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|soil|soil|NA|NA|NA|NA|NA|NA|NA|water|NA|NA|NA|NA|NA|NA|water|NA|water,NA|aerobic|NA|NA|NA|aerobic|NA|aerobic|NA,facultative|aerobic|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|facultative|facultative|NA|NA|NA|NA|NA|NA|NA|obligate aerobic|NA|NA|NA|NA|NA|NA|aerobic|aerobic|aerobic
Rhodobacterale_jump5,water|water,NA,aerobic|obligate aerobic,NA
Rhodobacterale_jump6,NA|NA,NA,NA|NA,NA
Rhodobacterale_jump7,NA,wastewater|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|petroleum|NA|NA|NA|bioreactor/digester|bioreactor/digester|NA|NA|soil|NA|water|NA|NA|water|NA|NA|NA|water|NA|NA|NA|NA|NA|NA|soil|sediment|host|soil|soil|NA|NA|rock|NA|soil|wastewater|host|NA|NA|NA|soil|sludge|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|water|sediment|host|water|NA|host|host|NA|NA|NA|soil|soil|biofilm|host|NA|NA|water|NA|soil|NA|water|water|NA|water|NA|NA|water|NA|NA|NA|water|NA|NA|NA|water|NA|NA|NA|NA|sediment|sediment|NA|NA|water|NA|NA|NA|NA|NA|NA|NA|NA|NA|water|NA|NA|NA|water|NA|NA,NA,aerobic|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|facultative|facultative|NA|NA|facultative|NA|obligate aerobic|NA|aerobic|obligate aerobic|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|aerobic|obligate aerobic|microaerophilic|aerobic|aerobic|NA|NA|aerobic|NA|aerobic|aerobic|obligate aerobic|aerobic|NA|NA|aerobic|obligate aerobic|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|obligate aerobic|obligate aerobic|obligate aerobic|aerobic|NA|facultative|facultative|NA|microaerophilic|NA|facultative|aerobic|aerobic|aerobic|NA|NA|obligate aerobic|NA|obligate aerobic|NA|obligate aerobic|obligate aerobic|NA|obligate aerobic|NA|NA|obligate aerobic|NA|NA|NA|obligate aerobic|NA|NA|NA|obligate aerobic|NA|NA|NA|NA|NA|NA|NA|NA|obligate aerobic|NA|NA|aerobic|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|obligate aerobic|NA|NA
Rhodobacterale_jump8,NA|NA|NA|NA|NA|NA|NA|NA|NA,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|petroleum|NA|NA|NA|bioreactor/digester|bioreactor/digester|NA|NA|soil|NA|water|NA|NA|water|NA|NA|NA|water|NA|NA|NA|NA|NA|NA|soil|sediment|host|soil|soil|NA|NA|rock|NA|soil|wastewater|host|NA|NA|NA|soil|sludge|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|water|sediment|host|water|NA|host|host|NA|NA|NA|soil|soil|biofilm|host|NA|NA|water|NA|soil|NA|water|water|NA|water|NA|NA|water|NA|NA|NA|water|NA|NA|NA|water|NA|NA|NA|NA|sediment|sediment|NA|NA|water|NA|NA|NA|NA|NA|NA|NA|NA|NA|water|NA|NA|NA,NA|NA|NA|NA|NA|NA|NA|NA|NA,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|facultative|facultative|NA|NA|facultative|NA|obligate aerobic|NA|aerobic|obligate aerobic|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|aerobic|obligate aerobic|microaerophilic|aerobic|aerobic|NA|NA|aerobic|NA|aerobic|aerobic|obligate aerobic|aerobic|NA|NA|aerobic|obligate aerobic|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|obligate aerobic|obligate aerobic|obligate aerobic|aerobic|NA|facultative|facultative|NA|microaerophilic|NA|facultative|aerobic|aerobic|aerobic|NA|NA|obligate aerobic|NA|obligate aerobic|NA|obligate aerobic|obligate aerobic|NA|obligate aerobic|NA|NA|obligate aerobic|NA|NA|NA|obligate aerobic|NA|NA|NA|obligate aerobic|NA|NA|NA|NA|NA|NA|NA|NA|obligate aerobic|NA|NA|aerobic|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA
Rhodobacterale_jump9,water,NA,NA,NA
Rhodobacterale_jump10,water,NA|water|NA|NA|water,NA,NA|obligate aerobic|NA|aerobic|obligate aerobic
Rhodobacterale_jump11,sludge,NA|NA|rock|NA|soil|wastewater,NA,NA|NA|aerobic|NA|aerobic|aerobic
Rhodobacterale_jump12,NA,water|sediment|host|water,NA,obligate aerobic|obligate aerobic|obligate aerobic|aerobic
Rhodobacterale_jump13,water,water|water|NA|water|NA|NA|water,aerobic,obligate aerobic|obligate aerobic|NA|obligate aerobic|NA|NA|obligate aerobic
Rhodobacterale_jump14,NA|water|sediment|water|NA|NA|NA|sediment|water|NA|NA|sediment|NA|NA|NA|water|water|water|NA|water|water|water|NA|NA|NA|water|water|NA|NA|NA|NA|NA|NA|NA|NA|water|NA|NA|NA|NA|NA|NA|water|NA|NA|NA|NA|water|water|NA|host|host|water|water|NA|NA|water|NA|NA|host|water|NA|NA|NA|NA|water|NA|water|NA|NA|NA|water|NA|water|NA|NA|NA|NA|biofilm|NA|NA|water|host|biofilm|NA|NA|biofilm|water|NA|NA|NA|sediment|sediment|host|water|NA|sediment|water|NA|host|NA|NA|NA|NA|water|NA|water|NA|petroleum|sediment,NA|NA|NA|water|NA|NA|NA|water|NA|NA|NA,NA|aerobic|anaerobic|obligate aerobic|aerobic|NA|NA|aerobic|NA|NA|NA|obligate aerobic|NA|aerobic|NA|obligate aerobic|NA|aerobic|NA|aerobic|aerobic|NA|aerobic|NA|NA|aerobic|aerobic|NA|NA|NA|facultative|NA|aerobic|NA|NA|obligate aerobic|NA|NA|NA|NA|NA|NA|aerobic|NA|NA|NA|NA|aerobic|NA|NA|aerobic|aerobic|NA|NA|NA|NA|aerobic|NA|NA|NA|aerobic|NA|NA|NA|NA|aerobic|NA|NA|NA|NA|NA|NA|NA|obligate aerobic|NA|NA|aerobic|NA|obligate aerobic|NA|NA|obligate aerobic|aerobic|aerobic|NA|NA|obligate aerobic|NA|NA|NA|NA|obligate aerobic|NA|aerobic|facultative|NA|obligate aerobic|aerobic|NA|obligate aerobic|NA|NA|NA|NA|aerobic|NA|aerobic|NA|NA|obligate aerobic,NA|NA|NA|obligate aerobic|NA|NA|NA|obligate aerobic|NA|NA|NA
Rhodobacterale_jump15,sediment,water|NA|NA,NA,obligate aerobic|aerobic|NA
Rhodobacterale_jump16,NA,water,NA,obligate aerobic
Rhodobacterale_jump17,NA,water,NA,obligate aerobic
Rhodobacterale_jump18,NA,NA|water|water|water,NA,NA|aerobic|aerobic|NA
Rhodobacterale_jump19,water|NA|sediment|water|NA|petroleum,NA|water|water|water|NA|NA|NA|water|water|NA|NA|NA|NA|NA|NA|NA|NA|water,aerobic|NA|obligate aerobic|aerobic|aerobic|obligate aerobic,NA|aerobic|aerobic|NA|aerobic|NA|NA|aerobic|aerobic|NA|NA|NA|facultative|NA|aerobic|NA|NA|obligate aerobic
Rhodobacterale_jump20,NA|NA|NA,NA|water,NA|NA|NA,NA|aerobic
Rhodobacterale_jump21,NA,NA,NA,NA
Rhodobacterale_jump22,NA,water|host|biofilm|NA|NA,NA,obligate aerobic|aerobic|aerobic|NA|NA
Rhodobacterale_jump23,NA|host|NA|host|host|NA|NA|NA|host|water,water,NA|NA|NA|facultative|obligate aerobic|aerobic|NA|NA|facultative|aerobic,aerobic
Rhodobacterale_jump24,NA,NA,NA,NA
